file_name	collection_name	collection_id	selectable	custom_coverage	open_access	collection_url	record_count
degruyter_global_978-3-0346-2544-9_2021-11-03.txt	GA Tech P&C Architecture eBooks 2021-2000		yes	no	no		207
degruyter_global_978-3-0356-0334-7_2021-11-03.txt	BWF Online Paket		yes	no	no		131
degruyter_global_978-3-0356-0603-4_2021-11-03.txt	LC Online Paket		yes	no	no		22
degruyter_global_978-3-0356-1164-9_2021-11-03.txt	BASICS ONLINE PAKET DEUTSCH		yes	no	no		32
degruyter_global_978-3-0356-1170-0_2021-11-03.txt	BASICS ONLINE PACKAGE ENGLISH		yes	no	no		31
degruyter_global_978-3-11-020907-5_2021-11-03.txt	E-BOOK PAKET ALTERTUM 2008		yes	no	no		49
degruyter_global_978-3-11-020908-2_2021-11-03.txt	E-BOOK PAKET SCIENCE TECHNOLOGY AND MEDICINE 2008		yes	no	no		88
degruyter_global_978-3-11-020927-3_2021-11-03.txt	E-BOOK PAKET HSK 2008		yes	no	no		61
degruyter_global_978-3-11-020928-0_2021-11-03.txt	E-BOOK PAKET THEOLOGIE/RELIGIONSWISS./JUDAISTIK  2008		yes	no	no		86
degruyter_global_978-3-11-020942-6_2021-11-03.txt	E-BOOK PAKET PHILOSOPHIE UND GESCHICHTE 2008		yes	no	no		131
degruyter_global_978-3-11-020945-7_2021-11-03.txt	E-BOOK PAKET LINGUISTIK UND LITERATURWISSENSCHAFT  2008		yes	no	no		325
degruyter_global_978-3-11-021212-9_2021-11-03.txt	E-BOOK GESAMTPAKET / COMPLETE PACKAGE 2008		yes	no	no		778
degruyter_global_978-3-11-021213-6_2021-11-03.txt	E-BOOK PACKAGE ENGLISH LANGUAGES TITLES 2008		yes	no	no		353
degruyter_global_978-3-11-021945-6_2021-11-03.txt	E-BOOK PAKET ALTERTUM 2009		yes	no	no		69
degruyter_global_978-3-11-021946-3_2021-11-03.txt	E-BOOK PAKET SCIENCE TECHNOLOGY AND MEDICINE 2009		yes	no	no		62
degruyter_global_978-3-11-021947-0_2021-11-03.txt	E-BOOK PAKET LINGUISTIK UND LITERATURWISSENSCHAFT  2009		yes	no	no		310
degruyter_global_978-3-11-021948-7_2021-11-03.txt	E-BOOK PAKET HSK 2009		yes	no	no		65
degruyter_global_978-3-11-021949-4_2021-11-03.txt	E-BOOK PAKET THEOLOGIE/RELIGIONSWISS./JUDAISTIK  2009		yes	no	no		76
degruyter_global_978-3-11-021950-0_2021-11-03.txt	E-BOOK PAKET PHILOSOPHIE UND GESCHICHTE 2009		yes	no	no		93
degruyter_global_978-3-11-021951-7_2021-11-03.txt	E-BOOK GESAMTPAKET / COMPLETE PACKAGE 2009		yes	no	no		880
degruyter_global_978-3-11-021952-4_2021-11-03.txt	E-BOOK PACKAGE ENGLISH LANGUAGES TITLES 2009		yes	no	no		255
degruyter_global_978-3-11-021954-8_2021-11-03.txt	E-BOOK PACKAGE ENGLISH LINGUISTICS 2009		yes	no	no		113
degruyter_global_978-3-11-023354-4_2021-11-03.txt	E-BOOK GESAMTPAKET / COMPLETE PACKAGE 2010		yes	no	no		610
degruyter_global_978-3-11-023355-1_2021-11-03.txt	E-BOOK PACKAGE ENGLISH LANGUAGES TITLES 2010		yes	no	no		184
degruyter_global_978-3-11-023356-8_2021-11-03.txt	E-BOOK PACKAGE ENGLISH LINGUISTICS 2010		yes	no	no		78
degruyter_global_978-3-11-023357-5_2021-11-03.txt	E-BOOK PAKET ALTERTUM 2010		yes	no	no		71
