publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_id	status	last_changed
Apeiron	0003-6390	2156-7093	1967-03-01	1	März	2014-12-15	47	4	https://www.degruyter.com/openurl?genre=journal&issn=2156-7093		2156-7093		fulltext		De Gruyter	serial								P	JAPTJ14	current	2022-10-14
Archiv für Geschichte der Philosophie	0003-9101	1613-0650	1888-01-01	1	1	2014-12-15	96	4	https://www.degruyter.com/openurl?genre=journal&issn=1613-0650		1613-0650		fulltext		De Gruyter	serial								P	JAPTJ14	current	2022-10-14
Archiv für Reformationsgeschichte - Archive for Reformation History	0003-9381	2198-0489	1904-06-15	1	1	2014-06-15	105	1	https://www.degruyter.com/openurl?genre=journal&issn=2198-0489		2198-0489		fulltext		Gütersloher Verlagshaus	serial								P	JAPTJ14	current	2022-10-14
Archiv für Reformationsgeschichte / Literaturberichte - Archive for Reformation History / Literature Review	0341-8375	2198-0497	1972-06-15	1	1	2014-06-15	43	1	https://www.degruyter.com/openurl?genre=journal&issn=2198-0497		2198-0497		fulltext		Gütersloher Verlagshaus	serial								P	JAPTJ14	current	2022-06-23
Conceptus	0010-5155	2196-9523	2008-06-27	37	92	2014-12-31	43	103-104	https://www.degruyter.com/openurl?genre=journal&issn=2196-9523		2196-9523		fulltext		De Gruyter	serial								P	JAPTJ14	current	2022-06-23
Der Islam	0021-1818	1613-0928	1910-01-01	1	1	2014-10-20	91	2	https://www.degruyter.com/openurl?genre=journal&issn=1613-0928		1613-0928		fulltext		De Gruyter	serial								P	JAPTJ14	current	2022-10-14
Deutsche Zeitschrift für Philosophie	0012-1045	2192-1482	1953-02-15	1	1	2014-12-15	62	6	https://www.degruyter.com/openurl?genre=journal&issn=2192-1482		2192-1482		fulltext		De Gruyter (A)	serial								P	JAPTJ14	current	2022-10-14
Evangelische Theologie	0014-3502	2198-0470	1934-04-16	1	2	2014-12-17	74	1	https://www.degruyter.com/openurl?genre=journal&issn=2198-0470		2198-0470		fulltext		Gütersloher Verlagshaus	serial								P	JAPTJ14	current	2022-10-14
Frühmittelalterliche Studien	0071-9706	1613-0812	1967-01-01	1	1967	2014-11-15		48	https://www.degruyter.com/openurl?genre=journal&issn=1613-0812		1613-0812		fulltext		De Gruyter	yearbook								P	JAPTJ14	current	2022-10-14
Hegel-Jahrbuch	0073-1579	2192-5550	1999-06-15		1999	2014-06-15		2014	https://www.degruyter.com/openurl?genre=journal&issn=2192-5550		2192-5550		fulltext		Akademie Verlag	yearbook								P	JAPTJ14	current	2021-06-30
International Journal of Practical Theology 	1430-6921	1612-9768	1997-01-01	1	1	2014-11-28	18	2	https://www.degruyter.com/openurl?genre=journal&issn=1612-9768		1612-9768		fulltext		De Gruyter	serial								P	JAPTJ14	current	2022-10-14
International Yearbook for Tillich Research	1990-4231	2190-7455	2011-06-20		6	2014-11-15		9	https://www.degruyter.com/openurl?genre=journal&issn=2190-7455		2190-7455		fulltext		De Gruyter	yearbook								P	JAPTJ14	current	2022-10-14
Internationales Jahrbuch für philosophische Anthropologie	2192-4279	2192-4287	2008-12-15		1 (2007/08)	2014-06-15		4( 2013/14)	https://www.degruyter.com/openurl?genre=journal&issn=2192-4287		2192-4287		fulltext		De Gruyter (A)	yearbook								P	JAPTJ14	current	2022-10-14
Jahrbuch für Wissenschaft und Ethik	1430-9017	1613-1142	1996-01-01		1	2014-11-15		19	https://www.degruyter.com/openurl?genre=journal&issn=1613-1142		1613-1142		fulltext		De Gruyter	yearbook								P	JAPTJ14	current	2022-10-14
Journal for the History of Modern Theology / Zeitschrift für Neuere Theologiegeschichte	0943-7592	1612-9776	1994-01-01	1	1	2014-06-30	21	1-2	https://www.degruyter.com/openurl?genre=journal&issn=1612-9776		1612-9776		fulltext		De Gruyter	serial								P	JAPTJ14	current	2022-10-14
Journal of Early Modern Christianity	2196-6648	2196-6656	2014-05-31	1	1	2014-11-28	1	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-6656		2196-6656		fulltext		De Gruyter	serial								P	JAPTJ14	current	2022-10-14
Journal of the Bible and its Reception	2329-440X	2329-4434	2014-04-30	1	1	2014-10-15	1	2	https://www.degruyter.com/openurl?genre=journal&issn=2329-4434		2329-4434		fulltext		De Gruyter	serial								P	JAPTJ14	current	2022-10-14
Kant Yearbook	1868-4599	1868-4602	2009-06-20		1	2014-08-30		6	https://www.degruyter.com/openurl?genre=journal&issn=1868-4602		1868-4602		fulltext		De Gruyter	yearbook								P	JAPTJ14	current	2022-10-14
