publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_id	status	last_changed
Analyse & Kritik	0171-5860	2365-9858	1979-05-20	1	1	2019-11-20	41	2	https://www.degruyter.com/openurl?genre=journal&issn=2365-9858		2365-9858		fulltext		De Gruyter Oldenbourg	serial								P	JAPES19	current	2023-06-09
Arbeit	0941-5025	2365-984X	1992-03-20	01	1	2019-11-20	28	4	https://www.degruyter.com/openurl?genre=journal&issn=2365-984X		2365-984X		fulltext		De Gruyter Oldenbourg	serial								P	JAPES19	current	2023-06-09
Asia-Pacific Journal of Risk and Insurance	1793-2157	2153-3792	2005-06-20	1	1	2019-07-31	13	2	https://www.degruyter.com/openurl?genre=journal&issn=2153-3792		2153-3792		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Basic Income Studies	2194-6094	1932-0183	2006-06-20	1	1	2019-12-01	14	2	https://www.degruyter.com/openurl?genre=journal&issn=1932-0183		1932-0183		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Comparative Southeast European Studies	2701-8199	2701-8202	2016-03-15	64	1	2019-12-15	67	4	https://www.degruyter.com/openurl?genre=journal&issn=2701-8202		2701-8202		fulltext		De Gruyter Oldenbourg	serial								F	JAPES19	current	2023-06-09
Digital Culture & Society	2364-2114	2364-2122	2015-09-30	1	1	2019-11-20	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2364-2122		2364-2122		fulltext		transcript Verlag	serial								P	JAPES19	current	2023-06-09
Entrepreneurship Research Journal	2194-6175	2157-5665	2011-01-01	1	1	2019-10-20	9	4	https://www.degruyter.com/openurl?genre=journal&issn=2157-5665		2157-5665		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Feministische Studien	0723-5186	2365-9920	2001-05-20	19	1	2019-11-20	37	2	https://www.degruyter.com/openurl?genre=journal&issn=2365-9920		2365-9920		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Forschungsjournal Soziale Bewegungen	2192-4848	2365-9890	2000-03-20	13	1	2019-12-20	32	4	https://www.degruyter.com/openurl?genre=journal&issn=2365-9890		2365-9890		fulltext		De Gruyter Oldenbourg	serial								P	JAPES19	current	2023-06-09
Forum for Health Economics & Policy	2194-6191	1558-9544	1998-10-01	1	1	2019-12-15	22	2	https://www.degruyter.com/openurl?genre=journal&issn=1558-9544		1558-9544		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
German Economic Review	1465-6485	1468-0475	2020-02-20	21	1				https://www.degruyter.com/openurl?genre=journal&issn=1468-0475		1468-0475		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Jahrbücher für Nationalökonomie und Statistik	0021-4027	2366-049X	1863-01-20	1	1	2019-10-20	239	5-6	https://www.degruyter.com/openurl?genre=journal&issn=2366-049X		2366-049X		fulltext		De Gruyter Oldenbourg	serial								P	JAPES19	current	2023-06-09
Journal des Économistes et des Études Humaines	2194-5799	2153-1552	1990-01-01	1	1	2019-06-20	25	1	https://www.degruyter.com/openurl?genre=journal&issn=2153-1552		2153-1552		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Journal of Business Valuation and Economic Loss Analysis	2194-5861	1932-9156	2006-01-01	1	1	2019-02-15	14	1	https://www.degruyter.com/openurl?genre=journal&issn=1932-9156		1932-9156		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Journal of Cultural Management and Cultural Policy / Zeitschrift für Kulturmanagement und Kulturpolitik	2701-8466	2701-9276	2015-03-20	1	1	2019-09-20	5	2	https://www.degruyter.com/openurl?genre=journal&issn=2701-9276		2701-9276		fulltext		transcript Verlag	serial								P	JAPES19	current	2023-06-09
Journal of Drug Policy Analysis	2194-6337	1941-2851	2008-01-01	1	1	2019-06-20	12	1	https://www.degruyter.com/openurl?genre=journal&issn=1941-2851		1941-2851		fulltext	perpetual access	De Gruyter	serial								P	JAPES19	retired	2023-06-09
Journal of Econometric Methods	2194-6345	2156-6674	2012-01-01	1	1	2019-01-20	8	1	https://www.degruyter.com/openurl?genre=journal&issn=2156-6674		2156-6674		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Journal of Globalization and Development 	2194-6353	1948-1837	2010-01-01	1	1	2019-12-30	10	2	https://www.degruyter.com/openurl?genre=journal&issn=1948-1837		1948-1837		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Journal of Homeland Security and Emergency Management	2194-6361	1547-7355	2004-01-01	1	1	2019-10-20	16	3	https://www.degruyter.com/openurl?genre=journal&issn=1547-7355		1547-7355		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Journal of Time Series Econometrics	2194-6507	1941-1928	2009-01-01	1	1	2019-07-30	11	2	https://www.degruyter.com/openurl?genre=journal&issn=1941-1928		1941-1928		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Man and the Economy	2196-9639	2196-9647	2014-07-30	1	1	2019-12-15	6	2	https://www.degruyter.com/openurl?genre=journal&issn=2196-9647		2196-9647		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
New Global Studies	2194-6566	1940-0004	2007-01-01	1	1	2019-12-30	13	3	https://www.degruyter.com/openurl?genre=journal&issn=1940-0004		1940-0004		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
ORDO	0048-2129	2366-0481	1996-01-20		47	2019-12-04		70	https://www.degruyter.com/openurl?genre=journal&issn=2366-0481		2366-0481		fulltext		De Gruyter Oldenbourg	yearbook								P	JAPES19	current	2023-06-09
Peace Economics, Peace Science and Public Policy	1079-2457	1554-8597	1993-01-01	1	1	2019-12-20	25	4	https://www.degruyter.com/openurl?genre=journal&issn=1554-8597		1554-8597		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Perspektiven der Wirtschaftspolitik	1465-6493	1468-2516	2000-02-20	1	1	2019-12-20	20	4	https://www.degruyter.com/openurl?genre=journal&issn=1468-2516		1468-2516		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Review of Economics	0948-5139	2366-035X	2007-04-20	58	1	2019-11-20	70	3	https://www.degruyter.com/openurl?genre=journal&issn=2366-035X		2366-035X		fulltext		De Gruyter Oldenbourg	serial								P	JAPES19	current	2023-06-09
Review of Marketing Science	2194-5985	1546-5616	2003-01-01	1	1	2019-06-15	17	1	https://www.degruyter.com/openurl?genre=journal&issn=1546-5616		1546-5616		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Review of Middle East Economics and Finance	1475-3685	1475-3693	2003-01-01	1	1	2019-12-20	15	3	https://www.degruyter.com/openurl?genre=journal&issn=1475-3693		1475-3693		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
Review of Network Economics	2194-5993	1446-9022	2002-01-01	1	1	2019-12-20	18	4	https://www.degruyter.com/openurl?genre=journal&issn=1446-9022		1446-9022		fulltext		De Gruyter	serial								P	JAPES19	current	2023-06-09
