publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_id	status	last_changed
Peace Economics, Peace Science and Public Policy	1079-2457	1554-8597	1995-01-01	3	1				https://www.degruyter.com/openurl?genre=journal&issn=1554-8597		1554-8597		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
Perspektiven der Wirtschaftspolitik	1465-6493	1468-2516	2000-02-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1468-2516		1468-2516		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-03-31
Review of Economics	0948-5139	2366-035X	2007-04-20	58	1				https://www.degruyter.com/openurl?genre=journal&issn=2366-035X		2366-035X		fulltext		De Gruyter Oldenbourg	serial								P	HSSKONVWI23	current	2023-04-05
Review of Law & Economics	2194-6000	1555-5879	2005-04-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1555-5879		1555-5879		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
Review of Marketing Science	2194-5985	1546-5616	2003-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1546-5616		1546-5616		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
Review of Middle East Economics and Finance	1475-3685	1475-3693	2003-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1475-3693		1475-3693		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
Review of Network Economics	2194-5993	1446-9022	2002-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1446-9022		1446-9022		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
Statistics, Politics and Policy 	2194-6299	2151-7509	2010-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2151-7509		2151-7509		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
Studies in Nonlinear Dynamics & Econometrics	1081-1826	1558-3708	1996-04-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1558-3708		1558-3708		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
The B.E. Journal of Economic Analysis & Policy	2194-6108	1935-1682	2001-11-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1935-1682		1935-1682		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
The B.E. Journal of Macroeconomics	2194-6116	1935-1690	2001-11-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1935-1690		1935-1690		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
The B.E. Journal of Theoretical Economics	2194-6124	1935-1704	2001-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1935-1704		1935-1704		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
The Economists’ Voice	2194-6167	1553-3832	2004-01-01	1	1				https://www.degruyter.com/openurl?genre=journal&issn=1553-3832		1553-3832		fulltext		De Gruyter	serial								P	HSSKONVWI23	current	2023-04-05
Zeitschrift für Bankrecht und Bankwirtschaft	0936-2800	2199-1715	1995-02-15	7	1				https://www.degruyter.com/openurl?genre=journal&issn=2199-1715		2199-1715		fulltext		RWS-Verlag	serial								P	HSSKONVWI23	current	2023-03-31
Zeitschrift für das gesamte Genossenschaftswesen	0044-2429	2366-0414	1995-01-01	45	1				https://www.degruyter.com/openurl?genre=journal&issn=2366-0414		2366-0414		fulltext		De Gruyter Oldenbourg	serial								P	HSSKONVWI23	current	2023-03-31
Zeitschrift für Sozialreform	0514-2776	2366-0295	2006-03-20	52	1				https://www.degruyter.com/openurl?genre=journal&issn=2366-0295		2366-0295		fulltext		De Gruyter Oldenbourg	serial								P	HSSKONVWI23	current	2023-03-31
Zeitschrift für Tourismuswissenschaft	1867-9501	2366-0406	2009-05-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2366-0406		2366-0406		fulltext		De Gruyter Oldenbourg	serial								F	HSSKONVWI23	current	2023-03-31
Zeitschrift für Wirtschaftspolitik	0721-3808	2366-0317	1995-09-01	44	1-3				https://www.degruyter.com/openurl?genre=journal&issn=2366-0317		2366-0317		fulltext		De Gruyter Oldenbourg	serial								P	HSSKONVWI23	current	2023-03-31
ZFW – Advances in Economic Geography	2748-1956	2748-1964	1995-10-20	39	1				https://www.degruyter.com/openurl?genre=journal&issn=2748-1964		2748-1964		fulltext		De Gruyter	serial								F	HSSKONVWI23	current	2023-04-03
