publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_id	status	last_changed
Advanced Nonlinear Studies	1536-1365	2169-0375	2001-08-01	1	1	2019-11-20	19	4	https://www.degruyter.com/openurl?genre=journal&issn=2169-0375		2169-0375		fulltext		De Gruyter	serial								F	JASTM19	current	2023-05-10
Advanced Optical Technologies	2192-8576	2192-8584	2012-02-01	1	1-2	2019-12-20	8	6	https://www.degruyter.com/openurl?genre=journal&issn=2192-8584		2192-8584		fulltext	perpetual access	De Gruyter	serial								P	JASTM19	retired	2023-05-10
Advances in Calculus of Variations	1864-8258	1864-8266	2008-01-25	1	1	2019-07-31	12	4	https://www.degruyter.com/openurl?genre=journal&issn=1864-8266		1864-8266		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Advances in Geometry 	1615-715X	1615-7168	2001-03-01	1	1	2019-10-19	19	4	https://www.degruyter.com/openurl?genre=journal&issn=1615-7168		1615-7168		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
American Mineralogist	0003-004X	1945-3027	1995-01-20	80	1-2	2019-12-20	104	12	https://www.degruyter.com/openurl?genre=journal&issn=1945-3027		1945-3027		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Analysis	0174-4747	2196-6753	1981-02-15	1	1	2019-11-01	39	4	https://www.degruyter.com/openurl?genre=journal&issn=2196-6753		2196-6753		fulltext		Oldenbourg Wissenschaftsverlag	serial								P	JASTM19	current	2023-05-10
at - Automatisierungstechnik	0178-2312	2196-677X	1964-06-20	12	1-12	2019-12-15	67	12	https://www.degruyter.com/openurl?genre=journal&issn=2196-677X		2196-677X		fulltext		De Gruyter (O)	serial								P	JASTM19	current	2023-05-10
Biological Chemistry	1431-6730	1437-4315	1878-01-01	1	1	2019-11-20	400	12	https://www.degruyter.com/openurl?genre=journal&issn=1437-4315		1437-4315		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Biomedical Engineering / Biomedizinische Technik 	0013-5585	1862-278X	1956-01-01	1	1	2019-12-20	64	6	https://www.degruyter.com/openurl?genre=journal&issn=1862-278X		1862-278X		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Botanica Marina	0006-8055	1437-4323	1959-01-01	1	Jan	2019-12-29	62	6	https://www.degruyter.com/openurl?genre=journal&issn=1437-4323		1437-4323		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Case Reports in Perinatal Medicine	2192-8932	2192-8959	2012-06-20	1	1-2	2019-09-15	8	2	https://www.degruyter.com/openurl?genre=journal&issn=2192-8959		2192-8959		fulltext		De Gruyter	serial								F	JASTM19	current	2023-05-10
Chemical Product and Process Modeling	2194-6159	1934-2659	2006-05-01	1	1	2019-12-30	14	4	https://www.degruyter.com/openurl?genre=journal&issn=1934-2659		1934-2659		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Chemistry International	0193-6484	1365-2192	1997-06-20	19	4	2019-12-20	41	4	https://www.degruyter.com/openurl?genre=journal&issn=1365-2192		1365-2192		fulltext		De Gruyter	serial								F	JASTM19	current	2023-05-10
Clinical Chemistry and Laboratory Medicine (CCLM)	1434-6621	1437-4331	1963-01-01	1	1	2019-11-15	57	12	https://www.degruyter.com/openurl?genre=journal&issn=1437-4331		1437-4331		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Computational Methods in Applied Mathematics	1609-4840	1609-9389	2001-01-20	1	1	2019-10-30	19	4	https://www.degruyter.com/openurl?genre=journal&issn=1609-9389		1609-9389		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Corrosion Reviews	0334-6005	2191-0316	1987-09-01	7	40604	2019-12-20	37	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0316		2191-0316		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Diagnosis	2194-8011	2194-802X	2014-01-31	1	1	2019-12-30	6	4	https://www.degruyter.com/openurl?genre=journal&issn=2194-802X		2194-802X		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Discrete Mathematics and Applications	0924-9265	1569-3929	1991-01-01	1	1	2019-12-15	29	6	https://www.degruyter.com/openurl?genre=journal&issn=1569-3929		1569-3929		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Drug Metabolism and Personalized Therapy	2363-8907	2363-8915	1980-12-01	3	Dez	2019-12-20	34	4	https://www.degruyter.com/openurl?genre=journal&issn=2363-8915		2363-8915		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Energy Harvesting and Systems	2329-8774	2329-8766	2014-04-17	1	1-2	2019-07-20	6	3-4	https://www.degruyter.com/openurl?genre=journal&issn=2329-8766		2329-8766		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Epidemiologic Methods	2194-9263	2161-962X	2012-12-01	1	1	2019-12-15	8	1	https://www.degruyter.com/openurl?genre=journal&issn=2161-962X		2161-962X		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Forum Mathematicum 	0933-7741	1435-5337	1989-01-01	1	Jan	2019-09-30	31	6	https://www.degruyter.com/openurl?genre=journal&issn=1435-5337		1435-5337		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Frequenz	0016-1136	2191-6349	1949-01-01	3	Jan	2019-12-20	73	11-12	https://www.degruyter.com/openurl?genre=journal&issn=2191-6349		2191-6349		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Georgian Mathematical Journal	1072-947X	1572-9176	1994-02-01	1	1	2019-12-16	26	4	https://www.degruyter.com/openurl?genre=journal&issn=1572-9176		1572-9176		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Holzforschung	0018-3830	1437-434X	1947-01-01	1	1	2019-12-20	73	12	https://www.degruyter.com/openurl?genre=journal&issn=1437-434X		1437-434X		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Hormone Molecular Biology and Clinical Investigation	1868-1883	1868-1891	2010-03-27		1	2019-12-20	40	1-3	https://www.degruyter.com/openurl?genre=journal&issn=1868-1891		1868-1891		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
HTM Journal of Heat Treatment and Materials	1867-2493	2194-1831	1969-02-20	24	1	2019-12-20	74	6	https://www.degruyter.com/openurl?genre=journal&issn=2194-1831		2194-1831		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
ICL Journal	2306-3734	1995-5855	2017-03-20	11	1	2019-12-20	13	4	https://www.degruyter.com/openurl?genre=journal&issn=1995-5855		1995-5855		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
i-com	1618-162X	2196-6826	2001-08-20		O	2019-12-15	18	3	https://www.degruyter.com/openurl?genre=journal&issn=2196-6826		2196-6826		fulltext		Oldenbourg Wissenschaftsverlag	serial								F	JASTM19	current	2023-05-10
International Journal of Adolescent Medicine and Health 	0334-0139	2191-0278	1985-01-01	1	1/2	2019-12-20	31	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0278		2191-0278		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
International Journal of Chemical Reactor Engineering	2194-5748	1542-6580	2003-05-01	1	1	2019-12-20	17	12	https://www.degruyter.com/openurl?genre=journal&issn=1542-6580		1542-6580		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
International Journal of Emerging Electric Power Systems	2194-5756	1553-779X	2004-01-01	1	1	2019-12-16	20	6	https://www.degruyter.com/openurl?genre=journal&issn=1553-779X		1553-779X		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
International Journal of Food Engineering	2194-5764	1556-3758	2005-01-01	1	1	2019-12-20	15	11-12	https://www.degruyter.com/openurl?genre=journal&issn=1556-3758		1556-3758		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
International Journal of Materials Research	1862-5282	2195-8556	1970-01-20	61	1	2019-12-20	110	12	https://www.degruyter.com/openurl?genre=journal&issn=2195-8556		2195-8556		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
International Journal of Nonlinear Sciences and Numerical Simulation	1565-1339	2191-0294	2000-03-01	1	1-8	2019-12-10	20	7-8	https://www.degruyter.com/openurl?genre=journal&issn=2191-0294		2191-0294		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
International Journal of Nursing Education Scholarship	2194-5772	1548-923X	2004-01-01	1	1	2019-01-01	16	1	https://www.degruyter.com/openurl?genre=journal&issn=1548-923X		1548-923X		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
International Journal of Turbo & Jet-Engines 	0334-0082	2191-0332	1985-03-01	2	1	2019-12-15	36	4	https://www.degruyter.com/openurl?genre=journal&issn=2191-0332		2191-0332		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
International Polymer Processing	0930-777X	2195-8602	1986-03-20	01	1	2019-11-20	34	5	https://www.degruyter.com/openurl?genre=journal&issn=2195-8602		2195-8602		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
it - Information Technology	1611-2776	2196-7032	1959-06-20		1	2019-10-01	61	5-6	https://www.degruyter.com/openurl?genre=journal&issn=2196-7032		2196-7032		fulltext		De Gruyter Oldenbourg	serial								P	JASTM19	current	2023-05-10
Journal für die reine und angewandte Mathematik	0075-4102	1435-5345	1826-01-01		1	2019-12-31		757	https://www.degruyter.com/openurl?genre=journal&issn=1435-5345		1435-5345		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Journal of Applied Analysis	1425-6908	1869-6082	1995-06-01	1	1	2019-12-30	25	2	https://www.degruyter.com/openurl?genre=journal&issn=1869-6082		1869-6082		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Journal of Applied Geodesy	1862-9016	1862-9024	2007-03-22	1	1	2019-10-25	13	4	https://www.degruyter.com/openurl?genre=journal&issn=1862-9024		1862-9024		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Journal of Basic and Clinical Physiology and Pharmacology	0792-6855	2191-0286	1986-12-01	6	Supplement	2019-11-15	30	6	https://www.degruyter.com/openurl?genre=journal&issn=2191-0286		2191-0286		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Journal of Complementary and Integrative Medicine	2194-6329	1553-3840	2004-01-01	1	1	2019-12-15	16	4	https://www.degruyter.com/openurl?genre=journal&issn=1553-3840		1553-3840		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
Journal of Group Theory	1433-5883	1435-4446	1998-01-01	1	1	2019-11-21	22	6	https://www.degruyter.com/openurl?genre=journal&issn=1435-4446		1435-4446		fulltext		De Gruyter	serial								P	JASTM19	current	2023-05-10
