publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	last_changed	access_start_date	access_end_date	medium	monograph_parent_collection_title	subject_area	status	listprice_eur	language	doi_identifier
The Land of Open Graves		9780520958685							https://www.degruyter.com/openurl?genre=book&isbn=9780520958685	De Leon	9780520958685		fulltext		University of California Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-09	2021-01-01		Book	California Series in Public Anthropology	Biological Anthropology	current	443,95	eng	10.1525/9780520958685
The Lands of St Peter		9780520322585							https://www.degruyter.com/openurl?genre=book&isbn=9780520322585	Partner	9780520322585		fulltext		University of California Press	monograph	1972	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	123,95	eng	10.1525/9780520322585
The Language of Inquiry		9780520922273							https://www.degruyter.com/openurl?genre=book&isbn=9780520922273	Hejinian	9780520922273		fulltext		University of California Press	monograph	2000	2000						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Poetics 	current	334,95	eng	10.1525/9780520922273
The Language of Light		9780300231694							https://www.degruyter.com/openurl?genre=book&isbn=9780300231694	Shea	9780300231694		fulltext		Yale University Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Linguistics, other	current	39,95	eng	10.12987/9780300231694
The Language of the Classical French Organ		9780300185737							https://www.degruyter.com/openurl?genre=book&isbn=9780300185737	Taylor	9780300185737		fulltext		Yale University Press	monograph	1991	1991						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		Music, general	current	56,95	eng	10.12987/9780300185737
The Language of the Gods in the World of Men		9780520932029							https://www.degruyter.com/openurl?genre=book&isbn=9780520932029	Pollock	9780520932029		fulltext		University of California Press	monograph	2006	2006						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Global History	current	334,95	eng	10.1525/9780520932029
The Language War		9780520928077							https://www.degruyter.com/openurl?genre=book&isbn=9780520928077	Lakoff	9780520928077		fulltext		University of California Press	monograph	2000	2000						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Semiotics	current	263,95	eng	10.1525/9780520928077
The Languages of Psyche		9780520910430							https://www.degruyter.com/openurl?genre=book&isbn=9780520910430		9780520910430		fulltext		University of California Press	monograph	1990	1990		Reprint 2019	Rousseau			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Publications from the Clark Library Professorship, UCLA	General Interest	current	123,95	eng	10.1525/9780520910430
The Large Sutra on Perfect Wisdom		9780520341258							https://www.degruyter.com/openurl?genre=book&isbn=9780520341258		9780520341258		fulltext		University of California Press	monograph	1975	1975		Reprint 2019	Conze			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Center for South and Southeast Asia Studies	General Interest	current	150,95	eng	10.1525/9780520341258
The Larkin Papers / Index		9780520333918							https://www.degruyter.com/openurl?genre=book&isbn=9780520333918	Hager	9780520333918		fulltext		University of California Press	monograph	1968	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520333918
The Larkin Papers / 1822–1842		9780520321182							https://www.degruyter.com/openurl?genre=book&isbn=9780520321182	Larkin	9780520321182		fulltext		University of California Press	monograph	1951	2020	1	Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520321182
The Larkin Papers / 1845–1846		9780520347014							https://www.degruyter.com/openurl?genre=book&isbn=9780520347014	Larkin	9780520347014		fulltext		University of California Press	monograph	1953	2020	4	Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520347014
The Larkin Papers / 1846		9780520321298							https://www.degruyter.com/openurl?genre=book&isbn=9780520321298	Larkin	9780520321298		fulltext		University of California Press	monograph	1955	2020	5	Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520321298
The Larkin Papers / 1847		9780520321229							https://www.degruyter.com/openurl?genre=book&isbn=9780520321229	Larkin	9780520321229		fulltext		University of California Press	monograph	1959	2020	6	Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520321229
The Larkin Papers / 1848–1851		9780520321243							https://www.degruyter.com/openurl?genre=book&isbn=9780520321243	Larkin	9780520321243		fulltext		University of California Press	monograph	1962	2020	8	Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520321243
The Larkin Papers / 1851–1853		9780520326415							https://www.degruyter.com/openurl?genre=book&isbn=9780520326415	Larkin	9780520326415		fulltext		University of California Press	monograph	1963	1963	9	Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520326415
The Larkin Papers / 1854–1858		9780520331990							https://www.degruyter.com/openurl?genre=book&isbn=9780520331990	Larkin	9780520331990		fulltext		University of California Press	monograph	1964	2020	10	Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520331990
The Last Brahmin		9780300256178							https://www.degruyter.com/openurl?genre=book&isbn=9780300256178	Nichter	9780300256178		fulltext		Yale University Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Political Science, other	current	73,95	eng	10.12987/9780300256178
The Last Days of Mankind		9780300216431							https://www.degruyter.com/openurl?genre=book&isbn=9780300216431		9780300216431		fulltext		Yale University Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Margellos World Republic of Letters	Genre Studies, general	current	48,95	eng	10.12987/9780300216431
The Last Days of Stalin		9780300216769							https://www.degruyter.com/openurl?genre=book&isbn=9780300216769	Rubenstein	9780300216769		fulltext		Yale University Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		General European History	current	68,95	eng	10.12987/9780300216769
The Last Days of the Jerusalem of Lithuania		9780300162189							https://www.degruyter.com/openurl?genre=book&isbn=9780300162189		9780300162189		fulltext		Yale University Press	monograph	1994	1994						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		Introductions and Overviews	current	205,95	eng	10.12987/9780300162189
The Last Days of the Sioux Nation		9780300160949							https://www.degruyter.com/openurl?genre=book&isbn=9780300160949	Utley	9780300160949		fulltext		Yale University Press	monograph	2004	2004						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	The Lamar Series in Western History	Global History	current	50,95	eng	10.12987/9780300160949
The Last Gasp		9780520945616							https://www.degruyter.com/openurl?genre=book&isbn=9780520945616	Christianson	9780520945616		fulltext		University of California Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		United States of America	current	328,95	eng	10.1525/9780520945616
The Last Generation of the Roman Republic		9780520342033							https://www.degruyter.com/openurl?genre=book&isbn=9780520342033	Gruen	9780520342033		fulltext		University of California Press	monograph	1974	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	137,95	eng	10.1525/9780520342033
The Last Great Strike		9780520961012							https://www.degruyter.com/openurl?genre=book&isbn=9780520961012	White	9780520961012		fulltext		University of California Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Global History	current	443,95	eng	10.1525/9780520961012
The Last Lover		9780300206883							https://www.degruyter.com/openurl?genre=book&isbn=9780300206883	Can Xue	9780300206883		fulltext		Yale University Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Margellos World Republic of Letters	Prose	current	37,95	eng	10.12987/9780300206883
The Last Pictures		9780520954298							https://www.degruyter.com/openurl?genre=book&isbn=9780520954298	Paglen	9780520954298		fulltext		University of California Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-17	2021-01-01		Book		Social Structures, Social Interaction, Population, Social Anthropology	current	185,95	eng	10.1525/9780520954298
The Last Revolutionaries		9780300265453							https://www.degruyter.com/openurl?genre=book&isbn=9780300265453	Mason	9780300265453		fulltext		Yale University Press	monograph	2022	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2022-05-09		Book		Miscellaneous	current	68,95	eng	10.12987/9780300265453
The Last Shah		9780300256260							https://www.degruyter.com/openurl?genre=book&isbn=9780300256260	Takeyh	9780300256260		fulltext		Yale University Press	monograph	2021	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-20		Book	A Council on Foreign Relations Book	Miscellaneous	current	63,95	eng	10.12987/9780300256260
The Last Slave Ships		9780300256024							https://www.degruyter.com/openurl?genre=book&isbn=9780300256024	Harris	9780300256024		fulltext		Yale University Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Global History	current	58,95	eng	10.12987/9780300256024
The Last Titan		9780520929111							https://www.degruyter.com/openurl?genre=book&isbn=9780520929111	Loving	9780520929111		fulltext		University of California Press	monograph	2005	2005						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Anglo-American Literature, general	current	227,95	eng	10.1525/9780520929111
The Late Medieval English Church		9780300182583							https://www.degruyter.com/openurl?genre=book&isbn=9780300182583	Bernard	9780300182583		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Medieval History	current	97,95	eng	10.12987/9780300182583
The Laughter of Aphrodite		9780520917156							https://www.degruyter.com/openurl?genre=book&isbn=9780520917156	Green	9780520917156		fulltext		University of California Press	monograph	1993	1993		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520917156
The Lawful Pursuit of Gain		9780520348493							https://www.degruyter.com/openurl?genre=book&isbn=9780520348493	Radin	9780520348493		fulltext		University of California Press	monograph	1931	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520348493
The Laws of War		9780300174885							https://www.degruyter.com/openurl?genre=book&isbn=9780300174885	Howard	9780300174885		fulltext		Yale University Press	monograph	1994	1994						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		Miscellaneous	current	78,95	eng	10.12987/9780300174885
The Lawyer's Guide to Writing Well		9780520929074							https://www.degruyter.com/openurl?genre=book&isbn=9780520929074	Lieberman	9780520929074		fulltext		University of California Press	monograph	2003	2003		2. ed.				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-17	2021-01-01		Book		Linguistics, other	current	443,95	eng	10.1525/9780520929074
The Lawyer's Guide to Writing Well		9780520963351							https://www.degruyter.com/openurl?genre=book&isbn=9780520963351	Lieberman	9780520963351		fulltext		University of California Press	monograph	2016	2016		3. ed.				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Law, other	current	159,95	eng	10.1525/9780520963351
The Learning to Teach Through Discussion		9780300155822							https://www.degruyter.com/openurl?genre=book&isbn=9780300155822	Haroutunian-Gordon	9780300155822		fulltext		Yale University Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Education, other	current	82,95	eng	10.12987/9780300155822
The Least Dangerous Branch		9780300173338							https://www.degruyter.com/openurl?genre=book&isbn=9780300173338	Bickel	9780300173338		fulltext		Yale University Press	monograph	1986	1986						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		Law, other	current	62,95	eng	10.12987/9780300173338
The Left Coast		9780520948778							https://www.degruyter.com/openurl?genre=book&isbn=9780520948778	Fradkin	9780520948778		fulltext		University of California Press	monograph	2011	2011						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-17	2021-01-01		Book		Global History	current	195,95	eng	10.1525/9780520948778
The Legacy of the Mastodon		9780300151848							https://www.degruyter.com/openurl?genre=book&isbn=9780300151848	Thomson	9780300151848		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Global History	current	78,95	eng	10.12987/9780300151848
The Legacy of the Second World War		9780300180961							https://www.degruyter.com/openurl?genre=book&isbn=9780300180961	Lukacs	9780300180961		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Modern History 	current	78,95	eng	10.12987/9780300180961
The Legend of Mar Qardagh		9780520932197							https://www.degruyter.com/openurl?genre=book&isbn=9780520932197	Walker	9780520932197		fulltext		University of California Press	monograph	2006	2006						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	Transformation of the Classical Heritage	Ancient Science and Medicine	current	334,95	eng	10.1525/9780520932197
The Leibniz-Des Bosses Correspondence		9780300138092							https://www.degruyter.com/openurl?genre=book&isbn=9780300138092	Leibniz	9780300138092		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	The Yale Leibniz Series	Philosophy, other	current	195,95	eng	10.12987/9780300138092
The Leibniz-Stahl Controversy		9780300164732							https://www.degruyter.com/openurl?genre=book&isbn=9780300164732	Leibniz	9780300164732		fulltext		Yale University Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Yale Leibniz Series	Philosophy, other	current	244,95	eng	10.12987/9780300164732
The Lemon Fruit		9780520346994							https://www.degruyter.com/openurl?genre=book&isbn=9780520346994	Bartholomew	9780520346994		fulltext		University of California Press	monograph	1951	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520346994
The Leningrad Blockade, 1941-1944		9780300183306							https://www.degruyter.com/openurl?genre=book&isbn=9780300183306	Bidlack	9780300183306		fulltext		Yale University Press	monograph	2012	2012						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Annals of Communism Series	General European History	current	146,95	eng	10.12987/9780300183306
