publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_id	status	last_changed
ABI Technik	0720-6763	2191-4664	1996-03-01	16	März				https://www.degruyter.com/openurl?genre=journal&issn=2191-4664		2191-4664		fulltext		De Gruyter	serial								F	journals	current	2022-12-23
Accounting, Economics, and Law: A Convivium	2194-6051	2152-2820	2011-06-20	1	1				https://www.degruyter.com/openurl?genre=journal&issn=2152-2820		2152-2820		fulltext		De Gruyter	serial								P	journals	current	2022-12-23
Acrocephalus		2199-6067	2009-10-21	30	140				https://sciendo.com/journal/ACRO		2199-6067		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Biologica Marisiensis		2668-5124	2019-09-30	2	1				https://sciendo.com/journal/ABMJ		2668-5124		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Chemica Malaysia		2576-6732	2019-04-30	3	1				https://sciendo.com/journal/ACMY		2576-6732		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Chimica Slovaca		1339-3065	2012-12-10	5	1				https://sciendo.com/journal/ACS		1339-3065		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Chirurgica Latviensis		2199-5737	2010-08-18	2009	9				https://sciendo.com/journal/CHILAT		2199-5737		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Educationis Generalis		2585-7444	2015-04-16	5	1				https://sciendo.com/journal/ATD		2585-7444		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Electrotechnica et Informatica		1338-3957	2021-12-20	21	1				https://sciendo.com/journal/AEI		1338-3957		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Environmentalica Universitatis Comenianae		1339-9802	2016-04-16	24	1				https://sciendo.com/journal/AEUC		1339-9802		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Facultatis Educationis Physicae Universitatis Comenianae		2585-8777	2015-04-16	55	1				https://sciendo.com/journal/AFEPUC		2585-8777		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Horticulturae et Regiotecturae		1338-5259	2013-04-16	16	1				https://sciendo.com/journal/AHR		1338-5259		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Marisiensis - Seria Medica		2668-7763	2013-03-17	59	1				https://sciendo.com/journal/AMMA		2668-7763		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Marisiensis. Philologia		2668-9596	2020-07-20	1	1				https://sciendo.com/journal/AMPH		2668-9596		fulltext		Sciendo	serial								F	journals	current	2022-11-09
Acta Marisiensis. Seria Historia		2668-9715	2019-12-20	1	1				https://sciendo.com/journal/AMSH		2668-9715		fulltext		Sciendo	serial								F	journals	current	2022-11-24
Acta Marisiensis. Seria Oeconomica		2668-3989	2019-09-30	13	1				https://sciendo.com/journal/AMSO		2668-3989		fulltext		Sciendo	serial								F	journals	current	2022-11-24
