PUBLICATION_TITLE	PRINT_IDENTIFIER	ONLINE_IDENTIFIER	DATE_FIRST_ISSUE_ONLINE	NUM_FIRST_VOL_ONLINE	NUM_FIRST_ISSUE_ONLINE	DATE_LAST_ISSUE_ONLINE	NUM_LAST_VOL_ONLINE	NUM_LAST_ISSUE_ONLINE	TITLE_URL	FIRST_AUTHOR	TITLE_ID	EMBARGO_INFO	COVERAGE_DEPTH	NOTES	PUBLISHER_NAME	PUBLICATION_TYPE	DATE_MONOGRAPH_PUBLISHED_PRINT	DATE_MONOGRAPH_PUBLISHED_ONLINE	MONOGRAPH_VOLUME	MONOGRAPH_EDITION	FIRST_EDITOR	PARENT_PUBLICATION_TITLE_ID	PRECEDING_PUBLICATION_TITLE_ID	ACCESS_TYPE	OCLC_NUMBER
American Justice 2015		9780812292275							https://www.degruyter.com/openurl?genre=book&isbn=9780812292275	Mazie	9780812292275		fulltext		University of Pennsylvania Press	monograph	2016	2020						P	952799252
American Justice 2016		9780812293722							https://www.degruyter.com/openurl?genre=book&isbn=9780812293722		9780812293722		fulltext		University of Pennsylvania Press	monograph	2016	2017			Caplan			P	984688327
Between Cultures		9780812291933							https://www.degruyter.com/openurl?genre=book&isbn=9780812291933	Seigel	9780812291933		fulltext		University of Pennsylvania Press	monograph	2016	2015						P	952799670
Beyond Rust		9780812292022							https://www.degruyter.com/openurl?genre=book&isbn=9780812292022	Dieterich-Ward	9780812292022		fulltext		University of Pennsylvania Press	monograph	2016	2015						P	952781437
Beyond the Cloister		9780812293029							https://www.degruyter.com/openurl?genre=book&isbn=9780812293029	Lay	9780812293029		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	979881287
Blazing the Neoliberal Trail		9780812292220							https://www.degruyter.com/openurl?genre=book&isbn=9780812292220	Weaver	9780812292220		fulltext		University of Pennsylvania Press	monograph	2016	2015						P	959918988
Cast Down		9780812292640							https://www.degruyter.com/openurl?genre=book&isbn=9780812292640	Miller	9780812292640		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	979578203
Clare of Assisi and the Thirteenth-Century Church		9780812292923							https://www.degruyter.com/openurl?genre=book&isbn=9780812292923	Mooney	9780812292923		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	979592299
Constantine and the Cities		9780812292237							https://www.degruyter.com/openurl?genre=book&isbn=9780812292237	Lenski	9780812292237		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	979724996
Counter Jihad		9780812293463							https://www.degruyter.com/openurl?genre=book&isbn=9780812293463	Williams	9780812293463		fulltext		University of Pennsylvania Press	monograph	2016	2017						P	987927756
Counterterrorism and the State		9780812291834							https://www.degruyter.com/openurl?genre=book&isbn=9780812291834	Hellmuth	9780812291834		fulltext		University of Pennsylvania Press	monograph	2016	2015						P	952793881
Culture and PTSD		9780812291469							https://www.degruyter.com/openurl?genre=book&isbn=9780812291469		9780812291469		fulltext		University of Pennsylvania Press	monograph	2016	2015			Hinton			P	952799096
Cultures of Correspondence in Early Modern Britain		9780812292930							https://www.degruyter.com/openurl?genre=book&isbn=9780812292930		9780812292930		fulltext		University of Pennsylvania Press	monograph	2016	2016			Daybell			P	979592300
Dangerous Neighbors		9780812292978							https://www.degruyter.com/openurl?genre=book&isbn=9780812292978	Dun	9780812292978		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	979578360
Designing Peace		9780812292176							https://www.degruyter.com/openurl?genre=book&isbn=9780812292176	Loizides	9780812292176		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	952777217
Destructive Creation		9780812293548							https://www.degruyter.com/openurl?genre=book&isbn=9780812293548	Wilson	9780812293548		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	952932297
Disknowledge		9780812291889							https://www.degruyter.com/openurl?genre=book&isbn=9780812291889	Eggert	9780812291889		fulltext		University of Pennsylvania Press	monograph	2016	2015						P	979970130
Dispossessed Lives		9780812293005							https://www.degruyter.com/openurl?genre=book&isbn=9780812293005	Fuentes	9780812293005		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	979910580
eFieldnotes		9780812292213							https://www.degruyter.com/openurl?genre=book&isbn=9780812292213		9780812292213		fulltext		University of Pennsylvania Press	monograph	2016	2016			Sanjek			P	999371643
Elf Queens and Holy Friars		9780812293166							https://www.degruyter.com/openurl?genre=book&isbn=9780812293166	Green	9780812293166		fulltext		University of Pennsylvania Press	monograph	2016	2016						P	992489570
